id,id_transacao,id_produto,quantidade,preco_unitario
1140,1140,5,5,203.04
1141,1141,205,2,151.58
1142,1142,7,5,149.99
1143,1143,359,4,269.39
1144,1144,230,1,31.25
1145,1145,347,2,133.05
1146,1146,465,5,442.77
1147,1147,335,2,311.72
1148,1148,259,2,275.75
1149,1149,340,4,75.48
1150,1150,246,1,106.29
1151,1151,188,4,77.63
1152,1152,476,1,48.31
1153,1153,406,3,42.21
1154,1154,49,1,221.21
1155,1155,30,3,227.71
1156,1156,480,3,248.49
1157,1157,179,5,77.77
1158,1158,66,3,406.07
1159,1159,232,3,262.29
1160,1160,35,2,481.87
1161,1161,259,4,275.75
1162,1162,6,5,380.41
1163,1163,163,3,179.74
1164,1164,382,5,280.82
1165,1165,45,1,356.06
1166,1166,33,2,11.34
1167,1167,458,5,207.91
1168,1168,168,1,237.0
1169,1169,14,1,45.91
1170,1170,290,2,432.89
1171,1171,438,1,305.01
1172,1172,307,4,61.6
1173,1173,215,3,486.52
1174,1174,257,2,395.52
1175,1175,239,2,445.17
1176,1176,277,4,338.35
1177,1177,180,1,287.96
1178,1178,86,4,261.62
1179,1179,16,3,370.82
1180,1180,393,2,282.07
1181,1181,138,4,150.66
1182,1182,1,4,251.86
1183,1183,29,2,247.95
1184,1184,333,4,210.84
1185,1185,99,5,474.58
1186,1186,123,4,32.74
1187,1187,20,2,357.91
1188,1188,399,4,214.1
1189,1189,455,5,302.85
1190,1190,21,5,78.65
1191,1191,170,3,448.75
1192,1192,276,5,418.24
1193,1193,321,2,185.43
1194,1194,64,2,43.12
1195,1195,31,5,382.05
1196,1196,269,4,318.85
1197,1197,182,2,234.43
1198,1198,240,4,355.88
1199,1199,33,5,11.34
1200,1200,258,4,153.64
1201,1201,102,5,248.89
1202,1202,40,3,332.72
1203,1203,495,1,188.67
1204,1204,24,2,69.4
1205,1205,374,4,401.47
1206,1206,115,5,171.74
1207,1207,469,3,8.85
1208,1208,113,1,324.04
1209,1209,116,3,119.05
1210,1210,194,1,467.05
1211,1211,322,5,178.31
1212,1212,399,3,214.1
1213,1213,259,5,275.75
1214,1214,313,3,30.73
1215,1215,145,3,105.55
1216,1216,367,3,302.77
1217,1217,488,2,54.16
1218,1218,483,1,337.78
1219,1219,225,3,320.75
1220,1220,32,5,186.42
1221,1221,216,4,326.51
1222,1222,322,4,178.31
1223,1223,158,1,206.23
1224,1224,497,3,460.36
1225,1225,4,4,422.74
1226,1226,477,5,57.82
1227,1227,344,1,292.31
1228,1228,107,5,35.31
1229,1229,390,4,421.62
1230,1230,193,4,471.71
1231,1231,308,4,244.26
1232,1232,343,2,357.85
1233,1233,384,3,302.84
1234,1234,196,5,335.8
1235,1235,104,3,346.67
1236,1236,404,4,419.91
1237,1237,361,2,285.65
1238,1238,468,5,147.83
1239,1239,340,4,75.48
1240,1240,106,5,435.41
1241,1241,473,5,44.61
1242,1242,379,5,58.03
1243,1243,467,4,495.92
1244,1244,413,1,469.1
1245,1245,117,1,118.42
1246,1246,222,4,480.51
1247,1247,265,5,279.98
1248,1248,119,2,171.13
1249,1249,171,4,161.14
1250,1250,317,4,54.94
1251,1251,388,5,121.52
1252,1252,386,1,214.42
1253,1253,321,1,185.43
1254,1254,479,2,46.87
1255,1255,67,1,143.66
1256,1256,471,5,399.7
1257,1257,366,3,487.73
1258,1258,28,5,228.31
1259,1259,398,2,364.17
1260,1260,248,4,399.21
1261,1261,87,5,245.12
1262,1262,186,1,58.37
1263,1263,406,2,42.21
1264,1264,222,4,480.51
1265,1265,38,2,55.33
1266,1266,149,1,171.26
1267,1267,489,5,231.38
1268,1268,477,2,57.82
1269,1269,83,3,115.87
1270,1270,223,5,13.92
1271,1271,226,3,12.9
1272,1272,42,3,45.12
1273,1273,497,2,460.36
1274,1274,485,5,263.69
1275,1275,215,5,486.52
1276,1276,68,5,284.57
1277,1277,493,5,490.07
1278,1278,417,5,488.35
1279,1279,321,2,185.43
1280,1280,245,1,13.41
1281,1281,499,1,333.31
1282,1282,236,3,158.07
1283,1283,479,1,46.87
1284,1284,363,2,199.74
1285,1285,60,3,171.73
1286,1286,149,4,171.26
1287,1287,391,1,126.09
1288,1288,39,1,344.51
1289,1289,357,4,334.39
1290,1290,258,1,153.64
1291,1291,108,4,195.24
1292,1292,155,3,400.01
1293,1293,30,5,227.71
1294,1294,157,1,178.75
1295,1295,457,5,424.58
1296,1296,284,4,240.86
1297,1297,42,2,45.12
1298,1298,479,4,46.87
1299,1299,366,4,487.73
1300,1300,283,1,24.43
1301,1301,297,1,347.84
1302,1302,263,4,204.14
1303,1303,201,2,384.87
1304,1304,90,2,247.29
1305,1305,382,4,280.82
1306,1306,388,3,121.52
1307,1307,53,5,145.45
1308,1308,383,1,214.69
1309,1309,483,4,337.78
1310,1310,273,1,141.04
1311,1311,405,1,387.9
1312,1312,247,5,330.29
1313,1313,436,4,93.14
1314,1314,152,3,270.18
1315,1315,362,3,432.86
1316,1316,396,4,156.43
1317,1317,260,4,384.97
1318,1318,348,1,141.51
1319,1319,205,4,151.58
1320,1320,28,2,228.31
1321,1321,97,4,230.78
1322,1322,456,3,474.96
1323,1323,12,5,174.54
1324,1324,352,3,44.57
1325,1325,177,4,140.82
1326,1326,267,3,53.94
1327,1327,240,5,355.88
1328,1328,453,3,156.38
1329,1329,270,1,184.22
1330,1330,476,3,48.31
1331,1331,283,2,24.43
1332,1332,289,5,107.46
1333,1333,141,1,186.08
1334,1334,255,1,86.57
1335,1335,324,1,373.07
1336,1336,11,1,380.18
1337,1337,439,5,301.92
1338,1338,33,5,11.34
1339,1339,270,4,184.22
1340,1340,318,1,40.2
1341,1341,300,3,331.66
1342,1342,473,4,44.61
1343,1343,122,3,210.59
1344,1344,355,2,275.79
1345,1345,397,5,166.81
1346,1346,88,2,272.44
1347,1347,388,1,121.52
1348,1348,326,4,409.39
1349,1349,461,2,276.46
1350,1350,129,3,238.86
1351,1351,182,3,234.43
1352,1352,497,2,460.36
1353,1353,346,5,399.36
1354,1354,175,3,336.18
1355,1355,403,5,51.86
1356,1356,141,2,186.08
1357,1357,274,2,400.74
1358,1358,187,1,432.99
1359,1359,415,5,119.32
1360,1360,472,3,102.08
1361,1361,69,2,28.56
1362,1362,325,3,229.54
1363,1363,181,4,59.8
1364,1364,158,5,206.23
1365,1365,182,4,234.43
1366,1366,356,1,338.65
1367,1367,66,1,406.07
1368,1368,211,5,495.33
1369,1369,419,2,175.05
1370,1370,306,1,354.51
1371,1371,76,3,38.38
1372,1372,292,5,317.01
1373,1373,386,4,214.42
1374,1374,462,1,389.53
1375,1375,368,5,332.68
1376,1376,492,1,169.44
1377,1377,168,2,237.0
1378,1378,55,1,283.0
1379,1379,262,4,405.66
1380,1380,398,1,364.17
1381,1381,4,5,422.74
1382,1382,241,3,16.65
1383,1383,431,2,157.84
1384,1384,345,2,29.33
1385,1385,79,2,417.1
1386,1386,298,3,39.18
1387,1387,61,4,367.46
1388,1388,51,2,381.14
1389,1389,21,1,78.65
1390,1390,466,2,35.3
1391,1391,360,3,119.26
1392,1392,61,3,367.46
1393,1393,427,3,306.4
1394,1394,217,1,296.89
1395,1395,436,2,93.14
1396,1396,87,5,245.12
1397,1397,476,4,48.31
1398,1398,293,4,112.94
1399,1399,48,2,66.34
1400,1400,283,4,24.43
1401,1401,478,1,225.26
1402,1402,159,3,427.18
1403,1403,394,1,215.74
1404,1404,220,2,424.42
1405,1405,46,3,352.04
1406,1406,32,5,186.42
1407,1407,449,1,331.88
1408,1408,469,4,8.85
1409,1409,276,4,418.24
1410,1410,493,3,490.07
1411,1411,139,3,294.39
1412,1412,409,2,352.5
1413,1413,378,4,462.22
1414,1414,274,4,400.74
1415,1415,350,1,278.33
1416,1416,196,1,335.8
1417,1417,190,2,324.89
1418,1418,141,5,186.08
1419,1419,181,2,59.8
1420,1420,16,4,370.82
1421,1421,219,4,55.74
1422,1422,131,5,280.76
1423,1423,284,1,240.86
1424,1424,54,1,297.32
1425,1425,156,3,137.14
1426,1426,157,2,178.75
1427,1427,66,5,406.07
1428,1428,420,3,29.36
1429,1429,47,1,70.38
1430,1430,203,3,405.49
1431,1431,410,4,342.46
1432,1432,326,3,409.39
1433,1433,430,4,451.99
1434,1434,406,2,42.21
1435,1435,174,4,230.03
1436,1436,209,1,247.51
1437,1437,406,5,42.21
1438,1438,44,5,20.78
1439,1439,480,5,248.49
1440,1440,372,4,187.96
1441,1441,164,2,317.94
1442,1442,324,3,373.07
1443,1443,144,2,100.08
1444,1444,141,3,186.08
1445,1445,384,1,302.84
1446,1446,335,4,311.72
1447,1447,101,4,140.84
1448,1448,375,1,253.18
1449,1449,287,2,215.5
1450,1450,427,4,306.4
1451,1451,464,1,323.14
1452,1452,203,3,405.49
1453,1453,275,5,92.15
1454,1454,431,5,157.84
1455,1455,383,2,214.69
1456,1456,144,1,100.08
1457,1457,168,3,237.0
1458,1458,481,1,332.0
1459,1459,10,4,403.77
1460,1460,256,4,374.22
1461,1461,465,5,442.77
1462,1462,354,3,249.46
1463,1463,281,2,29.76
1464,1464,345,5,29.33
1465,1465,80,1,200.6
1466,1466,18,3,39.14
1467,1467,471,4,399.7
1468,1468,262,1,405.66
1469,1469,161,2,63.03
1470,1470,390,1,421.62
1471,1471,81,4,38.72
1472,1472,164,5,317.94
1473,1473,368,1,332.68
1474,1474,130,5,312.61
1475,1475,5,3,203.04
1476,1476,380,4,221.51
1477,1477,391,4,126.09
1478,1478,122,3,210.59
1479,1479,63,5,357.09
1480,1480,349,5,317.91
1481,1481,296,5,121.23
1482,1482,370,2,260.08
1483,1483,375,3,253.18
1484,1484,46,1,352.04
1485,1485,145,1,105.55
1486,1486,157,5,178.75
1487,1487,198,5,37.13
1488,1488,77,2,169.65
1489,1489,157,2,178.75
1490,1490,252,2,313.04
1491,1491,207,2,476.52
1492,1492,266,5,310.71
1493,1493,433,5,70.49
1494,1494,416,2,258.31
1495,1495,228,4,83.04
1496,1496,439,4,301.92
1497,1497,84,3,403.76
1498,1498,187,4,432.99
1499,1499,371,3,293.85
1500,1500,144,3,100.08
1501,1501,479,4,46.87
1502,1502,88,1,272.44
1503,1503,63,4,357.09
1504,1504,325,3,229.54
1505,1505,333,1,210.84
1506,1506,143,1,264.2
1507,1507,356,4,338.65
1508,1508,224,3,48.9
1509,1509,112,4,361.46
1510,1510,131,2,280.76
1511,1511,84,3,403.76
1512,1512,361,3,285.65
1513,1513,382,3,280.82
1514,1514,149,3,171.26
1515,1515,210,4,177.06
1516,1516,336,5,297.69
1517,1517,79,3,417.1
1518,1518,113,5,324.04
1519,1519,201,5,384.87
1520,1520,484,3,170.03
1521,1521,464,2,323.14
1522,1522,445,2,449.01
1523,1523,309,5,180.73
1524,1524,356,1,338.65
1525,1525,428,2,118.73
1526,1526,144,3,100.08
1527,1527,67,4,143.66
1528,1528,218,2,231.14
1529,1529,150,3,374.59
1530,1530,134,3,401.52
1531,1531,60,4,171.73
1532,1532,211,4,495.33
1533,1533,268,2,370.07
1534,1534,195,5,332.35
1535,1535,227,4,422.75
1536,1536,222,2,480.51
1537,1537,301,2,280.45
1538,1538,231,4,460.29
1539,1539,454,3,308.08
1540,1540,427,1,306.4
1541,1541,233,3,39.06
1542,1542,54,1,297.32
1543,1543,380,5,221.51
1544,1544,86,4,261.62
1545,1545,42,4,45.12
1546,1546,378,2,462.22
1547,1547,396,5,156.43
1548,1548,287,3,215.5
1549,1549,193,4,471.71
1550,1550,80,2,200.6
1551,1551,125,1,326.77
1552,1552,254,5,246.22
1553,1553,264,4,254.78
1554,1554,93,1,298.44
1555,1555,378,1,462.22
1556,1556,292,1,317.01
1557,1557,25,5,351.42
1558,1558,76,3,38.38
1559,1559,447,2,360.39
1560,1560,289,2,107.46
1561,1561,112,4,361.46
1562,1562,483,5,337.78
1563,1563,221,1,47.87
1564,1564,193,3,471.71
1565,1565,339,5,211.54
1566,1566,448,2,146.21
1567,1567,424,1,146.81
1568,1568,499,4,333.31
1569,1569,60,3,171.73
1570,1570,234,3,318.48
1571,1571,320,5,35.47
1572,1572,356,1,338.65
1573,1573,125,4,326.77
1574,1574,86,4,261.62
1575,1575,13,3,100.67
1576,1576,292,4,317.01
1577,1577,345,5,29.33
1578,1578,279,1,498.65
1579,1579,27,3,437.62
1580,1580,463,3,114.47
1581,1581,290,4,432.89
1582,1582,267,2,53.94
1583,1583,500,1,106.95
1584,1584,189,2,449.69
1585,1585,216,4,326.51
1586,1586,365,5,433.88
1587,1587,401,3,259.06
1588,1588,22,1,61.51
1589,1589,226,2,12.9
1590,1590,493,4,490.07
1591,1591,274,1,400.74
1592,1592,356,4,338.65
1593,1593,467,3,495.92
1594,1594,388,4,121.52
1595,1595,352,4,44.57
1596,1596,77,2,169.65
1597,1597,481,5,332.0
1598,1598,443,5,476.82
1599,1599,78,5,21.56
1600,1600,325,2,229.54
1601,1601,438,3,305.01
1602,1602,330,3,199.39
1603,1603,226,2,12.9
1604,1604,109,1,457.59
1605,1605,285,4,160.13
1606,1606,131,1,280.76
1607,1607,294,1,114.07
1608,1608,245,5,13.41
1609,1609,40,5,332.72
1610,1610,363,2,199.74
1611,1611,453,5,156.38
1612,1612,422,1,475.94
1613,1613,39,5,344.51
1614,1614,4,2,422.74
1615,1615,404,5,419.91
1616,1616,172,2,184.43
1617,1617,437,5,453.65
1618,1618,65,4,393.26
1619,1619,165,1,409.58
1620,1620,474,4,369.51
1621,1621,459,1,170.69
1622,1622,30,3,227.71
1623,1623,234,1,318.48
1624,1624,241,3,16.65
1625,1625,397,3,166.81
1626,1626,430,1,451.99
1627,1627,175,2,336.18
1628,1628,328,5,388.27
1629,1629,118,5,203.69
1630,1630,329,3,273.8
1631,1631,249,3,421.42
1632,1632,153,4,241.32
1633,1633,142,3,72.62
1634,1634,72,4,368.24
1635,1635,385,4,261.72
1636,1636,13,1,100.67
1637,1637,57,5,446.35
1638,1638,217,1,296.89
1639,1639,85,5,392.9
1640,1640,25,4,351.42
1641,1641,443,3,476.82
1642,1642,363,3,199.74
1643,1643,475,2,360.54
1644,1644,55,2,283.0
1645,1645,228,2,83.04
1646,1646,208,1,402.29
1647,1647,379,3,58.03
1648,1648,355,2,275.79
1649,1649,488,3,54.16
1650,1650,214,2,127.07
1651,1651,444,1,297.76
1652,1652,478,1,225.26
1653,1653,152,3,270.18
1654,1654,387,5,261.9
1655,1655,325,5,229.54
1656,1656,228,1,83.04
1657,1657,257,1,395.52
1658,1658,121,3,66.26
1659,1659,303,1,266.78
1660,1660,91,1,78.25
1661,1661,41,3,343.12
1662,1662,174,3,230.03
1663,1663,70,4,171.29
1664,1664,40,5,332.72
1665,1665,494,4,27.45
1666,1666,386,4,214.42
1667,1667,168,5,237.0
1668,1668,124,1,30.75
1669,1669,491,3,474.56
1670,1670,66,3,406.07
1671,1671,70,3,171.29
1672,1672,281,3,29.76
1673,1673,483,2,337.78
1674,1674,404,5,419.91
1675,1675,453,3,156.38
1676,1676,78,1,21.56
1677,1677,83,1,115.87
1678,1678,480,2,248.49
1679,1679,453,4,156.38
1680,1680,84,1,403.76
1681,1681,405,3,387.9
1682,1682,286,1,342.62
1683,1683,422,5,475.94
1684,1684,368,3,332.68
1685,1685,196,1,335.8
1686,1686,495,3,188.67
1687,1687,64,3,43.12
1688,1688,400,1,455.33
1689,1689,322,3,178.31
1690,1690,75,5,445.24
1691,1691,3,5,47.57
1692,1692,410,4,342.46
1693,1693,361,2,285.65
1694,1694,145,5,105.55
1695,1695,57,2,446.35
1696,1696,186,2,58.37
1697,1697,452,3,422.41
1698,1698,213,1,450.31
1699,1699,271,4,154.81
1700,1700,60,1,171.73
1701,1701,103,3,85.93
1702,1702,229,3,217.89
1703,1703,151,2,289.29
1704,1704,336,2,297.69
1705,1705,459,2,170.69
1706,1706,46,1,352.04
1707,1707,475,5,360.54
1708,1708,163,4,179.74
1709,1709,15,5,192.79
1710,1710,45,1,356.06
1711,1711,197,5,466.67
1712,1712,376,3,282.91
1713,1713,473,3,44.61
1714,1714,207,4,476.52
1715,1715,373,1,164.94
1716,1716,36,5,338.08
1717,1717,45,2,356.06
1718,1718,122,5,210.59
1719,1719,351,1,181.41
1720,1720,165,5,409.58
1721,1721,68,2,284.57
1722,1722,375,2,253.18
1723,1723,168,1,237.0
1724,1724,457,1,424.58
1725,1725,309,5,180.73
1726,1726,67,4,143.66
1727,1727,325,1,229.54
1728,1728,78,1,21.56
1729,1729,17,3,33.61
1730,1730,335,5,311.72
1731,1731,358,4,440.69
1732,1732,294,1,114.07
1733,1733,111,4,150.03
1734,1734,227,5,422.75
1735,1735,168,1,237.0
1736,1736,342,2,138.58
1737,1737,180,3,287.96
1738,1738,278,1,90.57
1739,1739,391,4,126.09
1740,1740,383,5,214.69
1741,1741,141,2,186.08
1742,1742,328,2,388.27
1743,1743,68,5,284.57
1744,1744,359,2,269.39
1745,1745,283,3,24.43
1746,1746,254,4,246.22
1747,1747,398,2,364.17
1748,1748,96,4,51.01
1749,1749,5,3,203.04
1750,1750,348,4,141.51
1751,1751,439,3,301.92
1752,1752,453,1,156.38
1753,1753,399,1,214.1
1754,1754,454,1,308.08
1755,1755,306,2,354.51
1756,1756,381,2,353.85
1757,1757,197,5,466.67
1758,1758,465,1,442.77
1759,1759,263,5,204.14
1760,1760,59,4,475.41
1761,1761,162,1,94.51
1762,1762,476,3,48.31
1763,1763,100,5,283.9
1764,1764,315,3,160.12
1765,1765,297,2,347.84
1766,1766,277,5,338.35
1767,1767,457,2,424.58
1768,1768,256,4,374.22
1769,1769,324,1,373.07
1770,1770,342,5,138.58
1771,1771,429,1,326.48
1772,1772,99,2,474.58
1773,1773,407,2,131.7
1774,1774,472,4,102.08
1775,1775,456,2,474.96
1776,1776,216,3,326.51
1777,1777,279,2,498.65
1778,1778,52,1,449.86
1779,1779,52,1,449.86
1780,1780,147,4,75.78
1781,1781,401,4,259.06
1782,1782,35,1,481.87
1783,1783,432,2,470.07
1784,1784,220,1,424.42
1785,1785,54,4,297.32
1786,1786,69,5,28.56
1787,1787,391,2,126.09
1788,1788,254,5,246.22
1789,1789,139,1,294.39
1790,1790,210,2,177.06
1791,1791,336,2,297.69
1792,1792,112,2,361.46
1793,1793,467,3,495.92
1794,1794,367,2,302.77
1795,1795,125,5,326.77
1796,1796,82,2,96.15
1797,1797,11,2,380.18
1798,1798,171,1,161.14
1799,1799,39,2,344.51
1800,1800,133,5,31.1
1801,1801,335,1,311.72
1802,1802,301,3,280.45
1803,1803,271,4,154.81
1804,1804,360,2,119.26
1805,1805,340,5,75.48
1806,1806,204,5,485.79
1807,1807,339,5,211.54
1808,1808,426,1,337.48
1809,1809,15,2,192.79
1810,1810,295,3,219.86
1811,1811,39,1,344.51
1812,1812,472,2,102.08
1813,1813,469,1,8.85
1814,1814,474,2,369.51
1815,1815,29,1,247.95
1816,1816,419,4,175.05
1817,1817,455,4,302.85
1818,1818,71,5,182.74
1819,1819,283,3,24.43
1820,1820,374,2,401.47
1821,1821,318,5,40.2
1822,1822,258,4,153.64
1823,1823,126,5,359.36
1824,1824,211,1,495.33
1825,1825,84,4,403.76
1826,1826,334,2,432.9
1827,1827,394,1,215.74
1828,1828,337,2,499.52
1829,1829,429,4,326.48
1830,1830,224,4,48.9
1831,1831,124,4,30.75
1832,1832,175,2,336.18
1833,1833,322,5,178.31
1834,1834,138,3,150.66
1835,1835,334,5,432.9
1836,1836,48,4,66.34
1837,1837,139,4,294.39
1838,1838,82,4,96.15
1839,1839,206,5,415.96
1840,1840,282,3,443.4
1841,1841,444,5,297.76
1842,1842,166,3,259.29
1843,1843,9,2,322.59
1844,1844,16,5,370.82
1845,1845,236,4,158.07
1846,1846,230,1,31.25
1847,1847,37,1,390.89
1848,1848,346,1,399.36
1849,1849,398,5,364.17
1850,1850,326,4,409.39
1851,1851,202,1,273.21
1852,1852,104,4,346.67
1853,1853,181,5,59.8
1854,1854,218,5,231.14
1855,1855,391,4,126.09
1856,1856,296,2,121.23
1857,1857,287,5,215.5
1858,1858,401,1,259.06
1859,1859,54,4,297.32
1860,1860,127,5,131.37
1861,1861,431,1,157.84
1862,1862,38,2,55.33
1863,1863,482,1,63.14
1864,1864,244,5,286.42
1865,1865,240,1,355.88
1866,1866,156,4,137.14
1867,1867,218,3,231.14
1868,1868,171,4,161.14
1869,1869,60,4,171.73
1870,1870,201,3,384.87
1871,1871,300,3,331.66
1872,1872,276,4,418.24
1873,1873,237,5,251.36
1874,1874,40,2,332.72
1875,1875,86,4,261.62
1876,1876,135,2,471.94
1877,1877,372,5,187.96
1878,1878,196,5,335.8
1879,1879,11,3,380.18
1880,1880,260,4,384.97
1881,1881,316,3,249.04
1882,1882,91,2,78.25
1883,1883,288,4,408.81
1884,1884,241,2,16.65
1885,1885,46,4,352.04
1886,1886,8,5,473.99
1887,1887,322,4,178.31
1888,1888,240,1,355.88
1889,1889,245,1,13.41
1890,1890,82,2,96.15
1891,1891,237,3,251.36
1892,1892,36,2,338.08
1893,1893,498,4,257.71
1894,1894,84,2,403.76
1895,1895,317,5,54.94
1896,1896,451,3,278.05
1897,1897,204,2,485.79
1898,1898,214,3,127.07
1899,1899,15,3,192.79
1900,1900,197,1,466.67
1901,1901,453,1,156.38
1902,1902,37,1,390.89
1903,1903,344,1,292.31
1904,1904,307,2,61.6
1905,1905,165,2,409.58
1906,1906,23,4,405.92
1907,1907,378,2,462.22
1908,1908,107,1,35.31
1909,1909,76,1,38.38
1910,1910,310,5,103.63
1911,1911,423,2,139.9
1912,1912,368,5,332.68
1913,1913,53,4,145.45
1914,1914,193,4,471.71
1915,1915,293,4,112.94
1916,1916,247,1,330.29
1917,1917,108,5,195.24
1918,1918,57,2,446.35
1919,1919,128,1,254.97
1920,1920,79,3,417.1
1921,1921,70,3,171.29
1922,1922,410,3,342.46
1923,1923,485,2,263.69
1924,1924,67,4,143.66
1925,1925,135,4,471.94
1926,1926,188,4,77.63
1927,1927,31,2,382.05
1928,1928,16,1,370.82
1929,1929,357,1,334.39
1930,1930,115,1,171.74
1931,1931,474,3,369.51
1932,1932,340,5,75.48
1933,1933,122,3,210.59
1934,1934,448,3,146.21
1935,1935,352,2,44.57
1936,1936,318,1,40.2
1937,1937,301,1,280.45
1938,1938,308,4,244.26
1939,1939,86,2,261.62
1940,1940,449,2,331.88
1941,1941,462,3,389.53
1942,1942,113,5,324.04
1943,1943,57,2,446.35
1944,1944,391,5,126.09
1945,1945,404,5,419.91
1946,1946,99,1,474.58
1947,1947,477,3,57.82
1948,1948,111,1,150.03
1949,1949,419,5,175.05
1950,1950,185,3,16.23
1951,1951,117,4,118.42
1952,1952,277,3,338.35
1953,1953,47,5,70.38
1954,1954,166,2,259.29
1955,1955,488,4,54.16
1956,1956,485,2,263.69
1957,1957,195,3,332.35
1958,1958,68,1,284.57
1959,1959,61,4,367.46
1960,1960,107,2,35.31
1961,1961,188,1,77.63
1962,1962,30,2,227.71
1963,1963,285,4,160.13
1964,1964,403,5,51.86
1965,1965,409,2,352.5
1966,1966,239,2,445.17
1967,1967,166,3,259.29
1968,1968,277,3,338.35
1969,1969,486,3,215.56
1970,1970,209,3,247.51
1971,1971,18,1,39.14
1972,1972,421,1,96.44
1973,1973,424,4,146.81
1974,1974,359,5,269.39
1975,1975,440,3,72.41
1976,1976,298,3,39.18
1977,1977,152,3,270.18
1978,1978,309,3,180.73
1979,1979,401,2,259.06
1980,1980,254,5,246.22
1981,1981,84,5,403.76
1982,1982,400,1,455.33
1983,1983,374,4,401.47
1984,1984,358,4,440.69
1985,1985,235,1,25.33
1986,1986,153,1,241.32
1987,1987,11,1,380.18
1988,1988,381,2,353.85
1989,1989,58,5,93.32
1990,1990,37,5,390.89
1991,1991,37,4,390.89
1992,1992,310,3,103.63
1993,1993,14,1,45.91
1994,1994,290,3,432.89
1995,1995,178,4,437.73
1996,1996,219,2,55.74
1997,1997,388,2,121.52
1998,1998,305,3,141.08
1999,1999,91,2,78.25
2000,2000,29,2,247.95
2001,2001,50,5,53.84
2002,2002,411,3,262.46
2003,2003,464,5,323.14
2004,2004,105,3,494.29
2005,2005,325,2,229.54
2006,2006,376,3,282.91
2007,2007,42,4,45.12
2008,2008,158,3,206.23
2009,2009,293,2,112.94
2010,2010,240,5,355.88
2011,2011,164,5,317.94
2012,2012,375,2,253.18
2013,2013,131,4,280.76
2014,2014,421,5,96.44
2015,2015,339,2,211.54
2016,2016,233,5,39.06
2017,2017,10,4,403.77
2018,2018,252,3,313.04
2019,2019,119,4,171.13
2020,2020,197,1,466.67
2021,2021,176,1,97.24
2022,2022,41,2,343.12
2023,2023,84,1,403.76
2024,2024,367,2,302.77
2025,2025,164,1,317.94
2026,2026,56,2,163.55
2027,2027,181,4,59.8
2028,2028,8,5,473.99
2029,2029,139,4,294.39
2030,2030,396,4,156.43
2031,2031,297,2,347.84
2032,2032,401,3,259.06
2033,2033,205,2,151.58
2034,2034,234,2,318.48
2035,2035,94,4,411.21
2036,2036,241,4,16.65
2037,2037,185,3,16.23
2038,2038,134,5,401.52
2039,2039,391,1,126.09
2040,2040,445,1,449.01
2041,2041,306,2,354.51
2042,2042,61,4,367.46
2043,2043,37,5,390.89
2044,2044,4,4,422.74
2045,2045,364,2,154.09
2046,2046,285,5,160.13
2047,2047,178,3,437.73
2048,2048,375,3,253.18
2049,2049,106,5,435.41
2050,2050,159,3,427.18
2051,2051,150,3,374.59
2052,2052,480,2,248.49
2053,2053,470,2,367.78
2054,2054,377,5,181.9
2055,2055,373,4,164.94
2056,2056,430,3,451.99
2057,2057,333,2,210.84
2058,2058,174,2,230.03
2059,2059,296,1,121.23
2060,2060,315,3,160.12
2061,2061,58,3,93.32
2062,2062,170,2,448.75
2063,2063,53,1,145.45
2064,2064,128,5,254.97
2065,2065,476,3,48.31
2066,2066,344,4,292.31
2067,2067,287,3,215.5
2068,2068,151,2,289.29
2069,2069,57,5,446.35
2070,2070,170,1,448.75
2071,2071,23,5,405.92
2072,2072,76,5,38.38
2073,2073,222,2,480.51
2074,2074,221,1,47.87
2075,2075,304,4,144.27
2076,2076,494,2,27.45
2077,2077,47,4,70.38
2078,2078,37,4,390.89
2079,2079,347,3,133.05
2080,2080,146,4,102.76
2081,2081,193,1,471.71
2082,2082,379,4,58.03
2083,2083,135,2,471.94
2084,2084,258,3,153.64
2085,2085,414,5,66.81
2086,2086,319,5,365.63
2087,2087,444,3,297.76
2088,2088,343,5,357.85
2089,2089,159,3,427.18
2090,2090,99,4,474.58
2091,2091,397,2,166.81
2092,2092,313,4,30.73
2093,2093,121,4,66.26
2094,2094,40,3,332.72
2095,2095,4,3,422.74
2096,2096,197,4,466.67
2097,2097,113,3,324.04
2098,2098,189,1,449.69
2099,2099,102,5,248.89
2100,2100,54,3,297.32
2101,2101,62,5,194.24
2102,2102,486,2,215.56
2103,2103,266,1,310.71
2104,2104,483,5,337.78
2105,2105,22,1,61.51
2106,2106,427,4,306.4
2107,2107,61,5,367.46
2108,2108,411,4,262.46
2109,2109,51,3,381.14
2110,2110,263,1,204.14
2111,2111,343,2,357.85
2112,2112,80,1,200.6
2113,2113,131,4,280.76
2114,2114,366,3,487.73
2115,2115,226,4,12.9
2116,2116,219,2,55.74
2117,2117,201,3,384.87
2118,2118,336,3,297.69
2119,2119,395,2,273.75
2120,2120,21,5,78.65
2121,2121,36,3,338.08
2122,2122,289,3,107.46
2123,2123,75,1,445.24
2124,2124,280,4,123.97
2125,2125,139,4,294.39
2126,2126,275,1,92.15
2127,2127,199,4,475.82
2128,2128,310,3,103.63
2129,2129,340,2,75.48
2130,2130,421,1,96.44
2131,2131,329,4,273.8
2132,2132,48,1,66.34
2133,2133,184,2,124.84
2134,2134,285,3,160.13
2135,2135,418,3,180.86
2136,2136,179,1,77.77
2137,2137,373,5,164.94
